"","name","itemLevel","upgradeLvl","bind","hand","type","damageLow","damageHigh","speed","dps","orOption","agility","critStrike","haste","intellect","mastery","stamina","strength","versatility","durability","reqLvl","sellPriceGold","sellPriceSilver","sellPriceCopper","side","expansion","patchNum"
"133","Restored Archeus","25",NA,"Binds when picked up","One-Hand","Sword","17","28","2.60","8.67",NA,NA,NA,NA,NA,NA,"5",NA,NA,"80",23,NA,"33","88","Alliance","Cataclysm","4.0.3"
"134","Legacy of Teronis","25",NA,"Binds when picked up","One-Hand","Sword","13","23","2.60","7.04",NA,NA,"2",NA,NA,NA,"1","3",NA,"65",19,NA,"26","81","Alliance","Cataclysm","4.0.3"
"135","Smotts' Cutlass","25",NA,"Quest Item","One-Hand","Sword","12","21","2.60","6.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"1",NA,"Classic","1.11.1"
"136","Onyx Claymore","25",NA,"Binds when equipped","Two-Hand","Sword","30","51","3.60","11.31",NA,NA,"6",NA,NA,NA,"6","9",NA,"90",20,NA,"40","96",NA,"Classic","1.11.1"
"137","Strike of the Hydra","25",NA,"Binds when picked up","Two-Hand","Sword","30","51","3.60","11.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",20,NA,"39","31",NA,"Classic","1.11.1"
"138","Skunkworks Sword","25",NA,"Binds when picked up","Two-Hand","Sword","30","51","3.60","11.31",NA,NA,NA,NA,NA,NA,"7","9",NA,"90",23,NA,"42","63","Alliance","Cataclysm","4.0.3"
"139","Rod of the Sleepwalker","25",NA,"Binds when picked up","Two-Hand","Staff","34","47","3.60","11.32",NA,NA,NA,NA,"10",NA,NA,NA,"7","90",20,NA,"39","58",NA,"Classic","1.11.1"
"140","Staff of the Blessed Seer","25",NA,"Binds when equipped","Two-Hand","Staff","34","47","3.60","11.32",NA,NA,NA,NA,"10",NA,"3",NA,"5","90",20,NA,"41","57",NA,"Classic","1.11.1"
"141","Staff of the Friar","25",NA,"Binds when equipped","Two-Hand","Staff","34","47","3.60","11.32",NA,NA,NA,NA,"9",NA,"6",NA,"6","90",20,NA,"40","66",NA,"Classic","1.11.1"
"142","Thruk's Heavy Duty Fishing Pole","25",NA,"Binds when picked up","Two-Hand","Staff","34","47","3.60","11.32",NA,"10",NA,NA,NA,NA,"7",NA,NA,"90",20,NA,"42","54",NA,"Warlords of Draenor","6.0.2"
"143","Novice's Staff","25",NA,"Binds when picked up","Two-Hand","Staff","13","19","3.60","4.55",NA,NA,"3",NA,"31",NA,"7",NA,"3","75",20,NA,"34","92",NA,"Mists of Pandaria","5.0.3"
"144","Long Staff","25",NA,NA,"Two-Hand","Staff","24","34","3.60","8.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",20,NA,"19","72",NA,"Classic","1.11.1"
"145","Axe of the Judgment Day","25",NA,"Binds when picked up","One-Hand","Axe","14","31","2.60","8.81",NA,NA,"3",NA,NA,NA,"4","3",NA,"80",23,NA,"31","96","Horde","Cataclysm","4.0.3"
"146","Slicing Claw","25",NA,NA,"One-Hand","Fist Weapon","13","19","2.60","6.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",20,NA,"16","23",NA,"Classic","1.11.1"
"147","Left-Handed Claw","25",NA,NA,"One-Hand","Fist Weapon","13","19","2.60","6.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",20,NA,"16","47",NA,"Classic","1.11.1"
"148","Blackfang","25",NA,"Binds when equipped","One-Hand","Dagger","11","20","1.80","8.84",NA,NA,NA,NA,NA,NA,NA,NA,"2","55",20,NA,"33","86",NA,"Classic","1.11.1"
"149","Evocator's Blade","25",NA,"Binds when equipped","One-Hand","Dagger","11","20","1.80","8.84",NA,NA,NA,NA,"5",NA,NA,NA,"3","55",20,NA,"32","4",NA,"Classic","1.11.1"
"150","Doomspike","25",NA,"Binds when equipped","One-Hand","Dagger","11","20","1.80","8.84",NA,"4",NA,NA,NA,NA,"4",NA,NA,"55",20,NA,"32","29",NA,"Classic","1.11.1"
"151","Bite of Serra'kis","25",NA,"Binds when picked up","One-Hand","Dagger","11","20","1.80","8.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",20,NA,"34","12",NA,"Classic","1.11.1"
"152","Wicked Dagger","25",NA,"Binds when picked up","One-Hand","Dagger","11","20","1.80","8.84",NA,"3","2",NA,NA,NA,"5",NA,"2","55",20,NA,"30","99",NA,"Cataclysm","4.0.1"
"153","Thruk's Fillet Knife","25",NA,"Binds when picked up","One-Hand","Dagger","5","10","1.80","4.42",NA,NA,NA,"3","5",NA,NA,NA,NA,"55",20,NA,"34","15",NA,"Warlords of Draenor","6.0.2"
"154","Deadly Bronze Poniard","25",NA,"Binds when equipped","One-Hand","Dagger","9","16","1.80","7.06",NA,"4",NA,NA,NA,NA,NA,NA,NA,"45",20,NA,"27","31",NA,"Classic","1.11.1"
"155","Burning Wand","25",NA,NA,"Ranged","Wand","4","8","2.00","3.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",20,NA,"19","36",NA,"Classic","1.11.1"
"156","Dusk Wand","25",NA,NA,"Ranged","Wand","4","8","2.00","3.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",20,NA,"19","43",NA,"Classic","1.11.1"
"157","Axe of the Enforcer","25",NA,"Binds when equipped","One-Hand","Axe","14","31","2.60","8.81",NA,"5",NA,NA,NA,NA,"3",NA,NA,"80",20,NA,"31","68",NA,"Classic","1.11.1"
"158","Novice's Handwraps","25",NA,"Binds when picked up","One-Hand","Fist Weapon","14","21","2.60","6.91",NA,"2","1","1",NA,NA,"3",NA,NA,"45",20,NA,"25","82",NA,"Mists of Pandaria","5.0.3"
"159","Shadowhide Scalper","24",NA,"Binds when equipped","One-Hand","Axe","11","23","2.60","6.58",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,19,NA,"23","80",NA,"Classic","1.11.1"
"160","Blackrock Champion's Axe","24",NA,"Binds when equipped","Two-Hand","Axe","20","42","3.60","8.61",NA,NA,NA,NA,NA,NA,NA,"8",NA,"75",19,NA,"29","31",NA,"Classic","1.11.1"
"161","Massive Battle Axe","24",NA,"Binds when equipped","Two-Hand","Axe","20","42","3.60","8.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",19,NA,"30","36",NA,"Classic","1.11.1"
"162","Mishandled Recurve Bow","24",NA,NA,"Ranged","Bow","13","18","3.00","5.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",19,NA,"12","53",NA,"Classic","1.11.1"
"163","Lovingly Crafted Boomstick","24",NA,"Binds when equipped","Ranged","Gun","17","33","3.00","8.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",19,NA,"30",NA,NA,"Classic","1.11.1"
"164","Skeletal Club","24",NA,"Binds when equipped","One-Hand","Mace","19","25","2.60","8.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",19,NA,"29","96",NA,"Classic","1.11.1"
"165","Jagged Star","24",NA,"Binds when equipped","One-Hand","Mace","15","19","2.60","6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",19,NA,"23","77",NA,"Classic","1.11.1"
"166","Shadowfang","24",NA,"Binds when equipped","One-Hand","Sword","16","28","2.60","8.57",NA,"5",NA,NA,NA,NA,NA,NA,NA,"80",19,NA,"29","64",NA,"Classic","1.11.1"
"167","Sword of the Night Sky","24",NA,"Binds when equipped","One-Hand","Sword","12","22","2.60","6.72",NA,"2",NA,NA,NA,NA,NA,"2",NA,"65",19,NA,"23",NA,NA,"Classic","1.11.1"
"168","Bluegill Kukri","24",NA,"Binds when equipped","One-Hand","Sword","12","22","2.60","6.72",NA,NA,NA,NA,NA,NA,NA,"3",NA,"65",19,NA,"24","61",NA,"Classic","1.11.1"
"169","Bronze Shortsword","24",NA,"Binds when equipped","One-Hand","Sword","12","22","2.60","6.72",NA,"3",NA,NA,NA,NA,NA,NA,NA,"65",19,NA,"23","99",NA,"Classic","1.11.1"
"170","Double Axe","24",NA,NA,"One-Hand","Axe","10","21","2.60","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",19,NA,"13","90",NA,"Classic","1.11.1"
"171","Slatemetal Cutlass","24",NA,"Binds when picked up","One-Hand","Sword","12","22","2.60","6.72",NA,"2",NA,NA,NA,NA,NA,"2",NA,"65",20,NA,"24","83","Horde","Classic","1.11.1"
"172","Corpseweed Sickle","24",NA,"Binds when picked up","One-Hand","Sword","12","22","2.60","6.72",NA,"3",NA,NA,NA,NA,NA,NA,NA,"65",22,NA,"23","20","Alliance","Cataclysm","4.0.3"
"173","Warped Blade","24",NA,NA,"Main Hand","Sword","7","13","2.60","4.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",19,NA,"9","88",NA,"Classic","1.11.1"
"174","Executioner's Sword","24",NA,"Binds when equipped","Two-Hand","Sword","23","39","3.60","8.63",NA,NA,NA,NA,NA,NA,NA,"8",NA,"75",19,NA,"28","54",NA,"Classic","1.11.1"
"175","Standard Claymore","24",NA,NA,"Two-Hand","Sword","13","23","3.60","5.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",19,NA,"12","21",NA,"Classic","1.11.1"
"176","Twisted Chanter's Staff","24",NA,"Binds when equipped","Two-Hand","Staff","33","45","3.60","10.89",NA,NA,NA,NA,"9",NA,"6",NA,NA,"90",19,NA,"35","17",NA,"Classic","1.11.1"
"177","Polished Walking Staff","24",NA,"Binds when picked up","Two-Hand","Staff","26","35","3.60","8.50",NA,NA,NA,NA,"7",NA,"3",NA,NA,"75",20,NA,"30","93","Horde","Classic","1.11.1"
"178","Kris","24",NA,NA,"One-Hand","Dagger","8","14","1.80","6.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",19,NA,"14","23",NA,"Classic","1.11.1"
"179","Lilith's Wand","24",NA,"Binds when picked up","Ranged","Wand","4","8","2.00","3.25",NA,NA,NA,NA,"1",NA,"2",NA,"1","45",21,NA,"29","70","Horde","Cataclysm","4.0.3"
"180","Black Metal Axe","24",NA,"Binds when equipped","One-Hand","Axe","11","23","2.60","6.58",NA,NA,NA,NA,NA,NA,"2","2",NA,"65",19,NA,"23","1",NA,"Classic","1.11.1"
"181","Decapitating Sword","24",NA,"Binds when equipped","One-Hand","Sword","12","22","2.60","6.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",19,NA,"24","52",NA,"Classic","1.11.1"
"182","Forester's Axe","23",NA,"Binds when equipped","One-Hand","Axe","10","22","2.60","6.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",18,NA,"20","20",NA,"Classic","1.11.1"
"183","Bronze Axe","23",NA,"Binds when equipped","One-Hand","Axe","10","22","2.60","6.29",NA,NA,NA,NA,NA,NA,"3",NA,NA,"65",18,NA,"21","15",NA,"Classic","1.11.1"
"184","Flesh Carver","23",NA,"Binds when equipped","One-Hand","Axe","10","22","2.60","6.29",NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,18,NA,"20","68",NA,"Classic","1.11.1"
"185","Night Reaver","23",NA,"Binds when equipped","Two-Hand","Axe","24","51","3.60","10.52",NA,NA,NA,NA,NA,NA,NA,"5",NA,"85",18,NA,"30","66",NA,"Classic","1.11.1"
"186","Shadowhide Battle Axe","23",NA,"Binds when equipped","Two-Hand","Axe","19","40","3.60","8.20",NA,NA,NA,NA,NA,NA,"3","6",NA,"70",18,NA,"26","83",NA,"Classic","1.11.1"
"187","Scythe Axe","23",NA,"Binds when equipped","Two-Hand","Axe","19","40","3.60","8.20",NA,"6",NA,NA,NA,NA,"3",NA,NA,"70",18,NA,"26","64",NA,"Classic","1.11.1"
"188","Old Guard's Greataxe","23",NA,"Binds when picked up","Two-Hand","Axe","19","40","3.60","8.20",NA,"5",NA,NA,NA,NA,"5",NA,NA,"70",21,NA,"26","6","Alliance","Cataclysm","4.0.3"
"189","Shiny War Axe","23",NA,NA,"Two-Hand","Axe","11","24","3.60","4.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",18,NA,"11","4",NA,"Classic","1.11.1"
"190","Outrider's Bow","23",NA,"Binds when picked up","Ranged","Bow","26","36","3.00","10.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",18,NA,"31","92","Horde","Classic","1.11.1"
"191","Outrunner's Bow","23",NA,"Binds when picked up","Ranged","Bow","26","36","3.00","10.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",18,NA,"32","4","Alliance","Classic","1.11.1"
"192","Bow of Ire","23",NA,"Binds when picked up","Ranged","Bow","26","36","3.00","10.49",NA,"6","4",NA,NA,NA,"8",NA,NA,"85",19,NA,"31","54","Horde","Warlords of Draenor","6.0.2"
"193","Short Ash Bow","23",NA,"Binds when equipped","Ranged","Bow","20","28","3.00","8.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",18,NA,"26","84",NA,"Classic","1.11.1"
"194","Preemptive Striker","23",NA,"Binds when picked up","One-Hand","Mace","18","24","2.60","8.21",NA,NA,"4",NA,"3",NA,NA,NA,NA,"80",21,NA,"25","67","Horde","Cataclysm","4.0.3"
"195","Shadowhide Maul","23",NA,"Binds when equipped","Two-Hand","Mace","25","33","3.60","8.15",NA,NA,NA,NA,NA,NA,"3","6",NA,"70",18,NA,"26","23",NA,"Classic","1.11.1"
"196","Battering Hammer","23",NA,"Binds when equipped","Two-Hand","Mace","25","33","3.60","8.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",18,NA,"27","42",NA,"Classic","1.11.1"
"197","Old Guard's Hammer","23",NA,"Binds when picked up","Two-Hand","Mace","25","33","3.60","8.15",NA,NA,NA,NA,NA,NA,"5","5",NA,"70",21,NA,"26","25","Alliance","Cataclysm","4.0.3"
"198","Legionnaire's Sword","23",NA,"Binds when picked up","One-Hand","Sword","16","27","2.60","8.27",NA,NA,NA,NA,NA,NA,"2","4",NA,"80",18,NA,"24","88","Horde","Classic","1.11.1"
"199","Protector's Sword","23",NA,"Binds when picked up","One-Hand","Sword","16","27","2.60","8.27",NA,NA,NA,NA,NA,NA,"2","4",NA,"80",18,NA,"25","82","Alliance","Classic","1.11.1"
"200","Shilah's Blade","23",NA,"Binds when picked up","One-Hand","Sword","12","21","2.60","6.41",NA,NA,NA,NA,"2",NA,"2",NA,NA,"65",21,NA,"20","92","Alliance","Cataclysm","4.0.3"
"201","Reconstructed Sword","23",NA,"Binds when picked up","One-Hand","Sword","12","21","2.60","6.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",21,NA,"20","46","Alliance","Cataclysm","4.0.3"
"202","Searing Blade","23",NA,"Binds when equipped","Two-Hand","Sword","28","48","3.60","10.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",18,NA,"32","60",NA,"Classic","1.11.1"
"203","Stagwich Slicer","23",NA,"Binds when picked up","Two-Hand","Sword","21","37","3.60","8.19",NA,NA,NA,NA,NA,NA,"5","5",NA,"70",21,NA,"25","49","Horde","Cataclysm","4.0.3"
"204","Advisor's Gnarled Staff","23",NA,"Binds when picked up","Two-Hand","Staff","32","44","3.60","10.60",NA,NA,NA,NA,"4",NA,"8",NA,"8","85",18,NA,"32","86","Horde","Classic","1.11.1"
"205","Lorekeeper's Staff","23",NA,"Binds when picked up","Two-Hand","Staff","32","44","3.60","10.60",NA,NA,NA,NA,"4",NA,"8",NA,"8","85",18,NA,"31","57","Alliance","Classic","1.11.1"
"206","Staff of Fiery Fate","23",NA,"Binds when picked up","Two-Hand","Staff","32","44","3.60","10.60",NA,NA,NA,NA,"9",NA,"7",NA,NA,"85",21,NA,"32","20","Horde","Cataclysm","4.0.3"
"207","Staff of Horrors","23",NA,"Binds when equipped","Two-Hand","Staff","24","34","3.60","8.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",18,NA,"26","92",NA,"Classic","1.11.1"
"208","Nightbane Staff","23",NA,"Binds when equipped","Two-Hand","Staff","24","34","3.60","8.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",18,NA,"26","33",NA,"Classic","1.11.1"
"209","Cedar Walking Stick","23",NA,NA,"Two-Hand","Staff","14","20","3.60","4.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",18,NA,"10","96",NA,"Classic","1.11.1"
"210","Scout's Blade","23",NA,"Binds when picked up","One-Hand","Dagger","11","18","1.80","8.08",NA,"4",NA,NA,NA,NA,"2",NA,NA,"55",18,NA,"25","91","Horde","Classic","1.11.1"
"211","Razor's Edge","23",NA,"Binds when equipped","One-Hand","Axe","13","29","2.60","8.24",NA,NA,NA,"2",NA,NA,NA,"4",NA,"80",18,NA,"25","89",NA,"Classic","1.11.1"
"212","Pearl-Handled Dagger","23",NA,"Binds when equipped","One-Hand","Dagger","8","14","1.80","6.26",NA,"2",NA,NA,NA,NA,"2",NA,NA,"45",18,NA,"21","7",NA,"Classic","1.11.1"
"213","Darksnare Dagger","23",NA,"Binds when picked up","One-Hand","Dagger","8","14","1.80","6.26",NA,"2",NA,NA,NA,NA,"2",NA,NA,"45",21,NA,"20","21","Alliance","Cataclysm","4.0.3"
"214","Hunting Knife","23",NA,NA,"One-Hand","Dagger","5","9","1.80","3.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",18,NA,"8","11",NA,"Classic","1.11.1"
"215","Frostshadow Crossbow","23",NA,"Binds when picked up","Ranged","Crossbow","19","29","3.00","8.09",NA,"6",NA,NA,NA,NA,"5",NA,NA,"70",21,NA,"27","81","Alliance","Cataclysm","4.0.3"
"216","Archivist's Lighter","23",NA,"Binds when picked up","Ranged","Wand","4","8","2.00","3.19",NA,NA,NA,NA,"2",NA,NA,NA,"2","65",21,NA,"26","35","Alliance","Cataclysm","4.0.3"
"217","Exorcist's Wand","23",NA,"Binds when picked up","Ranged","Wand","4","8","2.00","3.19",NA,NA,"2",NA,"2",NA,NA,NA,NA,"45",21,NA,"26","65","Alliance","Cataclysm","4.0.3"
"218","Charred Razormane Wand","23",NA,"Binds when picked up","Ranged","Wand","4","7","2.00","2.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",18,NA,"4","1",NA,"Classic","1.11.1"
"219","Sentinel's Blade","23",NA,"Binds when picked up","One-Hand","Dagger","11","18","1.80","8.08",NA,"4",NA,NA,NA,NA,"2",NA,NA,"55",18,NA,"26","10","Alliance","Classic","1.11.1"
"220","Gouging Pick","22",NA,NA,"Main Hand","Axe","6","13","2.60","3.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",17,NA,"7","68",NA,"Classic","1.11.1"
"221","Shoddy Blunderbuss","22",NA,NA,"Ranged","Gun","9","18","3.00","4.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",17,NA,"9","84",NA,"Classic","1.11.1"
"222","Stout Battlehammer","22",NA,"Binds when equipped","One-Hand","Mace","13","18","2.60","6.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",17,NA,"19","69",NA,"Classic","1.11.1"
"223","Shadowhide Mace","22",NA,"Binds when equipped","One-Hand","Mace","13","18","2.60","6.10",NA,NA,NA,NA,NA,NA,"3",NA,NA,"60",17,NA,"18","50",NA,"Classic","1.11.1"
"224","Block Mallet","22",NA,"Binds when equipped","One-Hand","Mace","13","18","2.60","6.10",NA,NA,NA,NA,NA,NA,"3",NA,NA,"60",17,NA,"19","62",NA,"Classic","1.11.1"
"225","Bronze Mace","22",NA,"Binds when equipped","One-Hand","Mace","13","18","2.60","6.10",NA,NA,"3",NA,NA,NA,NA,NA,NA,"60",17,NA,"18","65",NA,"Classic","1.11.1"
"226","Bruiser Club","22",NA,"Binds when equipped","One-Hand","Mace","13","18","2.60","6.10",NA,NA,NA,NA,NA,NA,"2","2",NA,"60",17,NA,"17","88",NA,"Classic","1.11.1"
"227","Bludgeoning Cudgel","22",NA,NA,"Main Hand","Mace","8","11","2.60","3.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",17,NA,"7","79",NA,"Classic","1.11.1"
"228","Accursed Mace","22",NA,"Binds when picked up","Two-Hand","Mace","32","41","3.60","10.15",NA,"6",NA,NA,NA,NA,"8",NA,NA,"85",19,NA,"27","45","Horde","Cataclysm","4.0.3"
"229","Wooden Maul","22",NA,NA,"Two-Hand","Mace","14","19","3.60","4.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",17,NA,"9","63",NA,"Classic","1.11.1"
"230","Gargoyle's Bite","22",NA,"Binds when equipped","Two-Hand","Polearm","25","48","3.60","10.23",NA,NA,NA,NA,NA,NA,NA,"9","2","85",20,NA,"28","54",NA,"Classic","1.11.1"
"231","Militant Shortsword","22",NA,"Binds when equipped","One-Hand","Sword","11","20","2.60","6.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",17,NA,"19","16",NA,"Classic","1.11.1"
"232","Forest Heart Piercer","22",NA,"Binds when picked up","One-Hand","Sword","11","20","2.60","6.10",NA,NA,"2",NA,NA,NA,"1","1",NA,"60",19,NA,"18","9","Horde","Cataclysm","4.0.3"
"233","Blessed Claymore","22",NA,"Binds when equipped","Two-Hand","Sword","20","35","3.60","7.77",NA,NA,NA,NA,NA,NA,"7",NA,NA,"70",17,NA,"24","62",NA,"Classic","1.11.1"
"234","Helcular's Other Rod","22",NA,"Binds when picked up","Two-Hand","Staff","23","32","3.60","7.74",NA,NA,"3",NA,"3",NA,"5",NA,NA,"70",20,NA,"24","47","Horde","Cataclysm","4.0.3"
"235","Preemptive Staff","22",NA,"Binds when picked up","Two-Hand","Staff","23","32","3.60","7.74",NA,"3","3",NA,NA,NA,"5",NA,NA,"70",20,NA,"24","56","Horde","Cataclysm","4.0.3"
"236","Impish Blade","22",NA,"Binds when picked up","One-Hand","Dagger","10","18","1.80","7.97",NA,"3","2",NA,NA,NA,"3",NA,NA,"55",19,NA,"21","87","Horde","Cataclysm","4.0.3"
"237","Spikelash Dagger","22",NA,"Binds when equipped","One-Hand","Dagger","8","14","1.80","6.15",NA,"2",NA,NA,NA,NA,"2",NA,NA,"45",17,NA,"19","28",NA,"Classic","1.11.1"
"238","Daggerspine Dagger","22",NA,"Binds when picked up","One-Hand","Dagger","8","14","1.80","6.15",NA,"2","2",NA,NA,NA,NA,NA,NA,"45",20,NA,"19","71","Horde","Cataclysm","4.0.3"
"239","Security Crossbow","22",NA,"Binds when picked up","Ranged","Crossbow","18","28","3.00","7.77",NA,"5",NA,NA,NA,NA,"4",NA,NA,"50",19,NA,"23","56","Horde","Cataclysm","4.0.3"
"240","Durak's Wand","22",NA,"Binds when picked up","Ranged","Wand","5","10","2.00","3.98",NA,NA,"5",NA,NA,NA,NA,NA,NA,"70",19,NA,"27","55","Horde","Cataclysm","4.0.3"
"241","Battle Slayer","22",NA,"Binds when equipped","Two-Hand","Axe","18","38","3.60","7.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",17,NA,"22","62",NA,"Classic","1.11.1"
"242","Shredder Blade","21",NA,"Binds when picked up","One-Hand","Sword","11","19","2.60","5.82",NA,"2",NA,NA,NA,NA,"2",NA,NA,"60",19,NA,"16","76","Alliance","Cataclysm","4.0.3"
"243","Guillotine Axe","21",NA,"Binds when equipped","One-Hand","Axe","12","27","2.60","7.66",NA,"3","2",NA,NA,NA,"2",NA,NA,"70",16,NA,"18","87",NA,"Classic","1.11.1"
"244","Orcish Cleaver","21",NA,"Binds when equipped","One-Hand","Axe","9","20","2.60","5.72",NA,NA,NA,NA,NA,NA,NA,"1",NA,"60",16,NA,"17","6",NA,"Classic","1.11.1"
"245","Arced War Axe","21",NA,"Binds when picked up","Two-Hand","Axe","22","47","3.60","9.70",NA,NA,"3","5",NA,NA,"9","6",NA,"80",16,NA,"24","68",NA,"Classic","1.11.1"
"246","Boahn's Fang","21",NA,"Binds when equipped","Two-Hand","Axe","22","47","3.60","9.70",NA,NA,"6",NA,NA,NA,NA,"8",NA,"80",16,NA,"23","96",NA,"Classic","1.11.1"
"247","The Axe of Severing","21",NA,"Binds when picked up","Two-Hand","Axe","22","47","3.60","9.70",NA,NA,"5","5",NA,NA,NA,"7",NA,"80",16,NA,"25","39",NA,"Classic","1.11.1"
"248","Venomstrike","21",NA,"Binds when picked up","Ranged","Bow","24","34","3.00","9.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",16,NA,"25","42",NA,"Classic","1.11.1"
"249","Farstrider's Longbow","21",NA,"Binds when picked up","Ranged","Bow","24","34","3.00","9.82",NA,"7",NA,NA,NA,NA,"7",NA,NA,"80",15,NA,"15","7","Horde","The Burning Crusade","2.0.1"
"250","Light Bow","21",NA,"Binds when equipped","Ranged","Bow","18","26","3.00","7.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",16,NA,"19","74",NA,"Classic","1.11.1"
"251","Reinforced Bow","21",NA,NA,"Ranged","Bow","17","23","3.00","6.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",16,NA,"12","70",NA,"Classic","1.11.1"
"252","Lil Timmy's Peashooter","21",NA,"Binds when equipped","Ranged","Gun","20","38","3.00","9.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",16,NA,"24","26",NA,"Classic","1.11.1"
"253","Deadly Blunderbuss","21",NA,"Binds when equipped","Ranged","Gun","15","29","3.00","7.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",16,NA,"19","66",NA,"Classic","1.11.1"
"254","Large Bore Blunderbuss","21",NA,NA,"Ranged","Gun","14","26","3.00","6.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",16,NA,"12","57",NA,"Classic","1.11.1"
"255","Face Smasher","21",NA,"Binds when equipped","One-Hand","Mace","17","22","2.60","7.55",NA,NA,NA,NA,NA,NA,"3","4",NA,"70",16,NA,"20","25",NA,"Classic","1.11.1"
"256","Baron's Scepter","21",NA,"Binds when picked up","One-Hand","Mace","17","22","2.60","7.55",NA,NA,"2","1",NA,NA,"4","3",NA,"70",16,NA,"18","88",NA,"Classic","1.11.1"
"257","Stinging Viper","21",NA,"Binds when picked up","One-Hand","Mace","17","22","2.60","7.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",16,NA,"20","55",NA,"Classic","1.11.1"
"258","Blackrock Mace","21",NA,"Binds when equipped","One-Hand","Mace","13","17","2.60","5.79",NA,NA,NA,NA,NA,NA,NA,"3",NA,"60",16,NA,"16","81",NA,"Classic","1.11.1"
"259","Hammer","21",NA,NA,"One-Hand","Mace","11","15","2.60","5.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",16,NA,"10","13",NA,"Classic","1.11.1"
"260","Black Malice","21",NA,"Binds when equipped","Two-Hand","Mace","30","40","3.60","9.83",NA,NA,NA,NA,NA,NA,NA,"6",NA,"80",16,NA,"24","95",NA,"Classic","1.11.1"
"261","Rakzur Club","21",NA,"Binds when equipped","Two-Hand","Mace","30","40","3.60","9.83",NA,NA,NA,"5",NA,NA,"8","4",NA,"80",16,NA,"23","62",NA,"Classic","1.11.1"
"262","Heavy Gnoll War Club","21",NA,"Binds when equipped","Two-Hand","Mace","23","30","3.60","7.41",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,16,NA,"20","64",NA,"Classic","1.11.1"
"263","Oak Mallet","21",NA,"Binds when equipped","Two-Hand","Mace","23","30","3.60","7.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",16,NA,"20","72",NA,"Classic","1.11.1"
"264","Trogg Beater","21",NA,"Binds when equipped","Two-Hand","Mace","23","30","3.60","7.41",NA,NA,NA,NA,NA,NA,"7",NA,NA,"65",16,NA,"21","18",NA,"Classic","1.11.1"
"265","Rock Hammer","21",NA,NA,"Two-Hand","Mace","21","27","3.60","6.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",16,NA,"12","57",NA,"Classic","1.11.1"
